date,hour,price,priceUsd,priceEur
2026-01-05 14:00:00+00:00,17:00,3400.0,79.29,67.6
2026-01-05 15:00:00+00:00,18:00,3400.0,79.29,67.6
2026-01-05 16:00:00+00:00,19:00,3400.0,79.29,67.6
2026-01-05 17:00:00+00:00,20:00,3400.0,79.29,67.6
2026-01-05 18:00:00+00:00,21:00,3400.0,79.29,67.6
2026-01-05 19:00:00+00:00,22:00,3086.25,71.97,61.37
2026-01-05 20:00:00+00:00,23:00,2689.01,62.71,53.47
2026-01-05 21:00:00+00:00,00:00,3193.93,74.48,63.51
2026-01-05 22:00:00+00:00,01:00,3087.76,72.01,61.4
2026-01-05 23:00:00+00:00,02:00,2470.0,57.6,49.11
2026-01-06 00:00:00+00:00,03:00,2430.64,56.68,48.33
2026-01-06 01:00:00+00:00,04:00,2000.0,46.64,39.77
2026-01-06 02:00:00+00:00,05:00,2477.0,57.76,49.25
2026-01-06 03:00:00+00:00,06:00,2876.0,67.07,57.18
2026-01-06 04:00:00+00:00,07:00,3400.0,79.29,67.6
2026-01-06 05:00:00+00:00,08:00,3400.0,79.29,67.6
2026-01-06 06:00:00+00:00,09:00,3400.0,79.29,67.6
2026-01-06 07:00:00+00:00,10:00,3399.99,79.29,67.6
2026-01-06 08:00:00+00:00,11:00,2527.0,58.93,50.25
2026-01-06 09:00:00+00:00,12:00,2349.99,54.8,46.73
2026-01-06 10:00:00+00:00,13:00,2500.99,58.32,49.73
2026-01-06 11:00:00+00:00,14:00,2819.83,65.76,56.07
2026-01-06 12:00:00+00:00,15:00,2945.99,68.7,58.58
2026-01-06 13:00:00+00:00,16:00,3400.0,79.29,67.6
2026-01-06 14:00:00+00:00,17:00,3400.0,79.29,67.6
2026-01-06 15:00:00+00:00,18:00,3400.0,79.29,67.6
2026-01-06 16:00:00+00:00,19:00,3400.0,79.29,67.6
2026-01-06 17:00:00+00:00,20:00,3400.0,79.29,67.6
2026-01-06 18:00:00+00:00,21:00,3400.0,79.29,67.6
2026-01-06 19:00:00+00:00,22:00,2862.39,66.75,56.91
2026-01-06 20:00:00+00:00,23:00,2499.99,58.3,49.71
2026-01-06 21:00:00+00:00,00:00,2900.01,67.5,57.76
2026-01-06 22:00:00+00:00,01:00,2699.99,62.84,53.78
2026-01-06 23:00:00+00:00,02:00,2599.98,60.51,51.78
2026-01-07 00:00:00+00:00,03:00,2450.99,57.05,48.82
2026-01-07 01:00:00+00:00,04:00,2249.99,52.37,44.81
2026-01-07 02:00:00+00:00,05:00,2561.0,59.61,51.01
2026-01-07 03:00:00+00:00,06:00,2888.75,67.24,57.54
2026-01-07 04:00:00+00:00,07:00,3389.99,78.9,67.52
2026-01-07 05:00:00+00:00,08:00,3400.0,79.13,67.72
2026-01-07 06:00:00+00:00,09:00,3400.0,79.13,67.72
2026-01-07 07:00:00+00:00,10:00,3400.0,79.13,67.72
2026-01-07 08:00:00+00:00,11:00,2948.54,68.63,58.73
2026-01-07 09:00:00+00:00,12:00,1740.1,40.5,34.66
2026-01-07 10:00:00+00:00,13:00,1654.81,38.52,32.96
2026-01-07 11:00:00+00:00,14:00,2200.0,51.2,43.82
2026-01-07 12:00:00+00:00,15:00,1799.97,41.89,35.85
2026-01-07 13:00:00+00:00,16:00,3400.0,79.13,67.72
2026-01-07 14:00:00+00:00,17:00,3400.0,79.13,67.72
2026-01-07 15:00:00+00:00,18:00,3400.0,79.13,67.72
2026-01-07 16:00:00+00:00,19:00,3249.99,75.64,64.73
2026-01-07 17:00:00+00:00,20:00,3370.4,78.45,67.13
2026-01-07 18:00:00+00:00,21:00,3400.0,79.13,67.72
2026-01-07 19:00:00+00:00,22:00,2867.17,66.73,57.11
2026-01-07 20:00:00+00:00,23:00,2274.99,52.95,45.31
2026-01-07 21:00:00+00:00,00:00,2499.99,58.18,49.64
2026-01-07 22:00:00+00:00,01:00,1814.0,42.22,36.02
2026-01-07 23:00:00+00:00,02:00,1649.99,38.4,32.76
2026-01-08 00:00:00+00:00,03:00,1649.99,38.4,32.76
2026-01-08 01:00:00+00:00,04:00,1649.99,38.4,32.76
2026-01-08 02:00:00+00:00,05:00,1799.98,41.89,35.74
2026-01-08 03:00:00+00:00,06:00,2600.0,60.51,51.63
2026-01-08 04:00:00+00:00,07:00,2724.65,63.41,54.1
2026-01-08 05:00:00+00:00,08:00,3400.0,79.13,67.51
2026-01-08 06:00:00+00:00,09:00,3400.0,79.13,67.51
2026-01-08 07:00:00+00:00,10:00,3300.0,76.8,65.53
2026-01-08 08:00:00+00:00,11:00,3245.99,75.55,64.45
2026-01-08 09:00:00+00:00,12:00,2900.01,67.49,57.58
2026-01-08 10:00:00+00:00,13:00,2998.01,69.78,59.53
2026-01-08 11:00:00+00:00,14:00,3124.08,72.71,62.03
2026-01-08 12:00:00+00:00,15:00,2479.0,57.7,49.22
2026-01-08 13:00:00+00:00,16:00,3000.0,69.82,59.57
2026-01-08 14:00:00+00:00,17:00,3400.0,79.13,67.51
2026-01-08 15:00:00+00:00,18:00,3246.0,75.55,64.45
2026-01-08 16:00:00+00:00,19:00,3144.0,73.17,62.43
2026-01-08 17:00:00+00:00,20:00,3349.0,77.94,66.5
2026-01-08 18:00:00+00:00,21:00,3400.0,79.13,67.51
2026-01-08 19:00:00+00:00,22:00,3249.99,75.64,64.53
2026-01-08 20:00:00+00:00,23:00,2898.0,67.45,57.54
2026-01-08 21:00:00+00:00,00:00,2600.0,60.5,51.76
2026-01-08 22:00:00+00:00,01:00,2499.98,58.17,49.77
2026-01-08 23:00:00+00:00,02:00,2499.99,58.17,49.77
2026-01-09 00:00:00+00:00,03:00,2759.25,64.21,54.93
2026-01-09 01:00:00+00:00,04:00,2900.01,67.48,57.74
2026-01-09 02:00:00+00:00,05:00,2948.01,68.6,58.69
2026-01-09 03:00:00+00:00,06:00,3385.0,78.77,67.39
2026-01-09 04:00:00+00:00,07:00,3400.0,79.12,67.69
2026-01-09 05:00:00+00:00,08:00,3400.0,79.12,67.69
2026-01-09 06:00:00+00:00,09:00,3400.0,79.12,67.69
2026-01-09 07:00:00+00:00,10:00,3400.0,79.12,67.69
2026-01-09 08:00:00+00:00,11:00,3400.0,79.12,67.69
2026-01-09 09:00:00+00:00,12:00,3380.0,78.65,67.29
2026-01-09 10:00:00+00:00,13:00,3297.24,76.73,65.64
2026-01-09 11:00:00+00:00,14:00,3385.0,78.77,67.39
2026-01-09 12:00:00+00:00,15:00,3300.0,76.79,65.7
2026-01-09 13:00:00+00:00,16:00,3400.0,79.12,67.69
2026-01-09 14:00:00+00:00,17:00,3400.0,79.12,67.69
2026-01-09 15:00:00+00:00,18:00,3400.0,79.12,67.69
2026-01-09 16:00:00+00:00,19:00,3349.01,77.93,66.68
2026-01-09 17:00:00+00:00,20:00,3299.0,76.77,65.68
2026-01-09 18:00:00+00:00,21:00,3299.01,76.77,65.68
2026-01-09 19:00:00+00:00,22:00,2868.61,66.75,57.11
2026-01-09 20:00:00+00:00,23:00,2897.18,67.42,57.68
2026-01-09 21:00:00+00:00,00:00,2950.0,68.65,58.78
2026-01-09 22:00:00+00:00,01:00,2662.06,61.94,53.05
2026-01-09 23:00:00+00:00,02:00,2350.0,54.68,46.83
2026-01-10 00:00:00+00:00,03:00,1999.99,46.54,39.85
2026-01-10 01:00:00+00:00,04:00,1799.97,41.88,35.87
2026-01-10 02:00:00+00:00,05:00,2350.0,54.68,46.83
2026-01-10 03:00:00+00:00,06:00,2704.56,62.93,53.89
2026-01-10 04:00:00+00:00,07:00,3190.17,74.23,63.57
2026-01-10 05:00:00+00:00,08:00,3400.0,79.12,67.75
2026-01-10 06:00:00+00:00,09:00,3400.0,79.12,67.75
2026-01-10 07:00:00+00:00,10:00,3400.0,79.12,67.75
2026-01-10 08:00:00+00:00,11:00,3139.62,73.06,62.56
2026-01-10 09:00:00+00:00,12:00,2600.0,60.5,51.81
2026-01-10 10:00:00+00:00,13:00,2410.11,56.08,48.03
2026-01-10 11:00:00+00:00,14:00,1400.0,32.58,27.9
2026-01-10 12:00:00+00:00,15:00,1649.99,38.39,32.88
2026-01-10 13:00:00+00:00,16:00,3198.0,74.42,63.72
2026-01-10 14:00:00+00:00,17:00,3199.99,74.46,63.76
2026-01-10 15:00:00+00:00,18:00,3245.99,75.53,64.68
2026-01-10 16:00:00+00:00,19:00,2999.99,69.81,59.78
2026-01-10 17:00:00+00:00,20:00,3030.67,70.52,60.39
2026-01-10 18:00:00+00:00,21:00,3385.0,78.77,67.45
2026-01-10 19:00:00+00:00,22:00,2849.0,66.29,56.77
2026-01-10 20:00:00+00:00,23:00,2155.02,50.15,42.94
2026-01-10 21:00:00+00:00,00:00,1799.97,41.87,35.95
2026-01-10 22:00:00+00:00,01:00,1621.49,37.72,32.39
2026-01-10 23:00:00+00:00,02:00,1399.99,32.57,27.96
2026-01-11 00:00:00+00:00,03:00,1400.0,32.57,27.96
2026-01-11 01:00:00+00:00,04:00,1527.4,35.53,30.51
2026-01-11 02:00:00+00:00,05:00,1642.69,38.21,32.81
2026-01-11 03:00:00+00:00,06:00,1642.7,38.21,32.81
2026-01-11 04:00:00+00:00,07:00,1655.01,38.5,33.06
2026-01-11 05:00:00+00:00,08:00,2347.7,54.62,46.89
2026-01-11 06:00:00+00:00,09:00,2605.0,60.6,52.03
2026-01-11 07:00:00+00:00,10:00,2200.0,51.18,43.94
2026-01-11 08:00:00+00:00,11:00,3280.0,76.3,65.51
2026-01-11 09:00:00+00:00,12:00,3384.99,78.75,67.61
2026-01-11 10:00:00+00:00,13:00,3400.0,79.09,67.91
2026-01-11 11:00:00+00:00,14:00,3299.99,76.77,65.91
2026-01-11 12:00:00+00:00,15:00,2899.99,67.46,57.92
2026-01-11 13:00:00+00:00,16:00,2599.01,60.46,51.91
2026-01-11 14:00:00+00:00,17:00,3034.93,70.6,60.62
2026-01-11 15:00:00+00:00,18:00,3299.99,76.77,65.91
2026-01-11 16:00:00+00:00,19:00,3300.0,76.77,65.91
2026-01-11 17:00:00+00:00,20:00,3206.25,74.59,64.04
2026-01-11 18:00:00+00:00,21:00,3389.99,78.86,67.71
2026-01-11 19:00:00+00:00,22:00,3000.01,69.79,59.92
2026-01-11 20:00:00+00:00,23:00,2210.11,51.41,44.14
2026-01-11 21:00:00+00:00,00:00,2920.0,67.93,58.32
2026-01-11 22:00:00+00:00,01:00,3129.77,72.81,62.51
2026-01-11 23:00:00+00:00,02:00,2600.0,60.48,51.93
2026-01-12 00:00:00+00:00,03:00,1642.7,38.21,32.81
2026-01-12 01:00:00+00:00,04:00,1642.7,38.21,32.81
2026-01-12 02:00:00+00:00,05:00,1655.01,38.5,33.06
2026-01-12 03:00:00+00:00,06:00,2805.24,65.26,56.03
2026-01-12 04:00:00+00:00,07:00,2850.01,66.3,56.92
2026-01-12 05:00:00+00:00,08:00,2912.77,67.76,58.18
2026-01-12 06:00:00+00:00,09:00,3400.0,79.09,67.91
2026-01-12 07:00:00+00:00,10:00,3400.0,79.09,67.91
2026-01-12 08:00:00+00:00,11:00,3400.0,79.09,67.91
2026-01-12 09:00:00+00:00,12:00,3385.01,78.75,67.61
2026-01-12 10:00:00+00:00,13:00,3400.0,79.09,67.91
2026-01-12 11:00:00+00:00,14:00,3400.0,79.09,67.91
2026-01-12 12:00:00+00:00,15:00,3130.0,72.81,62.52
2026-01-12 13:00:00+00:00,16:00,3399.99,79.09,67.91
2026-01-12 14:00:00+00:00,17:00,3400.0,79.09,67.91
2026-01-12 15:00:00+00:00,18:00,3400.0,79.09,67.91
2026-01-12 16:00:00+00:00,19:00,3300.0,76.77,65.91
2026-01-12 17:00:00+00:00,20:00,3028.12,70.44,60.48
2026-01-12 18:00:00+00:00,21:00,2900.01,67.46,57.92
2026-01-12 19:00:00+00:00,22:00,2921.24,67.96,58.35
2026-01-12 20:00:00+00:00,23:00,3062.4,71.24,61.17
2026-01-12 21:00:00+00:00,00:00,2994.0,69.65,59.8
2026-01-12 22:00:00+00:00,01:00,2768.99,64.42,55.31
2026-01-12 23:00:00+00:00,02:00,2617.34,60.89,52.28
2026-01-13 00:00:00+00:00,03:00,2562.34,59.61,51.18
2026-01-13 01:00:00+00:00,04:00,2562.34,59.61,51.18
2026-01-13 02:00:00+00:00,05:00,2694.0,62.67,53.81
2026-01-13 03:00:00+00:00,06:00,3249.99,75.61,64.91
2026-01-13 04:00:00+00:00,07:00,3400.0,79.09,67.91
2026-01-13 05:00:00+00:00,08:00,3400.0,79.09,67.91
2026-01-13 06:00:00+00:00,09:00,3400.0,79.09,67.91
2026-01-13 07:00:00+00:00,10:00,3400.0,79.09,67.91
2026-01-13 08:00:00+00:00,11:00,3400.0,79.09,67.91
2026-01-13 09:00:00+00:00,12:00,3400.0,79.09,67.91
2026-01-13 10:00:00+00:00,13:00,3400.0,79.09,67.91
2026-01-13 11:00:00+00:00,14:00,3400.0,79.09,67.91
2026-01-13 12:00:00+00:00,15:00,3317.0,77.16,66.25
2026-01-13 13:00:00+00:00,16:00,3400.0,79.09,67.91
2026-01-13 14:00:00+00:00,17:00,3400.0,79.09,67.91
2026-01-13 15:00:00+00:00,18:00,3400.0,79.09,67.91
2026-01-13 16:00:00+00:00,19:00,3400.0,79.09,67.91
2026-01-13 17:00:00+00:00,20:00,3400.0,79.09,67.91
2026-01-13 18:00:00+00:00,21:00,3400.0,79.09,67.91
2026-01-13 19:00:00+00:00,22:00,3399.99,79.09,67.91
2026-01-13 20:00:00+00:00,23:00,3160.01,73.51,63.11
2026-01-13 21:00:00+00:00,00:00,3250.01,75.47,64.61
2026-01-13 22:00:00+00:00,01:00,3117.99,72.41,61.99
2026-01-13 23:00:00+00:00,02:00,2614.33,60.71,51.97
2026-01-14 00:00:00+00:00,03:00,2599.99,60.38,51.69
2026-01-14 01:00:00+00:00,04:00,2683.7,62.32,53.35
2026-01-14 02:00:00+00:00,05:00,2788.0,64.75,55.43
2026-01-14 03:00:00+00:00,06:00,3250.0,75.47,64.61
2026-01-14 04:00:00+00:00,07:00,3400.0,78.96,67.59
2026-01-14 05:00:00+00:00,08:00,3400.0,78.96,67.59
2026-01-14 06:00:00+00:00,09:00,3400.0,78.96,67.59
2026-01-14 07:00:00+00:00,10:00,3400.0,78.96,67.59
2026-01-14 08:00:00+00:00,11:00,3400.0,78.96,67.59
2026-01-14 09:00:00+00:00,12:00,3400.0,78.96,67.59
2026-01-14 10:00:00+00:00,13:00,3400.0,78.96,67.59
2026-01-14 11:00:00+00:00,14:00,3400.0,78.96,67.59
2026-01-14 12:00:00+00:00,15:00,3400.0,78.96,67.59
2026-01-14 13:00:00+00:00,16:00,3400.0,78.96,67.59
2026-01-14 14:00:00+00:00,17:00,3400.0,78.96,67.59
2026-01-14 15:00:00+00:00,18:00,3400.0,78.96,67.59
2026-01-14 16:00:00+00:00,19:00,3400.0,78.96,67.59
2026-01-14 17:00:00+00:00,20:00,3400.0,78.96,67.59
2026-01-14 18:00:00+00:00,21:00,3400.0,78.96,67.59
2026-01-14 19:00:00+00:00,22:00,3400.0,78.96,67.59
2026-01-14 20:00:00+00:00,23:00,3250.0,75.47,64.61
2026-01-14 21:00:00+00:00,00:00,3180.01,73.82,63.28
2026-01-14 22:00:00+00:00,01:00,3099.99,71.96,61.68
2026-01-14 23:00:00+00:00,02:00,2789.01,64.75,55.5
2026-01-15 00:00:00+00:00,03:00,2673.33,62.06,53.19
2026-01-15 01:00:00+00:00,04:00,2599.98,60.36,51.74
2026-01-15 02:00:00+00:00,05:00,2673.33,62.06,53.19
2026-01-15 03:00:00+00:00,06:00,2995.0,69.53,59.6
2026-01-15 04:00:00+00:00,07:00,3374.33,78.33,67.14
2026-01-15 05:00:00+00:00,08:00,3400.0,78.93,67.65
2026-01-15 06:00:00+00:00,09:00,3400.0,78.93,67.65
2026-01-15 07:00:00+00:00,10:00,3400.0,78.93,67.65
2026-01-15 08:00:00+00:00,11:00,3400.0,78.93,67.65
2026-01-15 09:00:00+00:00,12:00,2673.34,62.06,53.19
2026-01-15 10:00:00+00:00,13:00,2673.34,62.06,53.19
2026-01-15 11:00:00+00:00,14:00,3100.0,71.96,61.68
2026-01-15 12:00:00+00:00,15:00,2673.34,62.06,53.19
2026-01-15 13:00:00+00:00,16:00,3400.0,78.93,67.65
2026-01-15 14:00:00+00:00,17:00,3400.0,78.93,67.65
2026-01-15 15:00:00+00:00,18:00,3400.0,78.93,67.65
2026-01-15 16:00:00+00:00,19:00,3400.0,78.93,67.65
2026-01-15 17:00:00+00:00,20:00,3400.0,78.93,67.65
2026-01-15 18:00:00+00:00,21:00,3400.0,78.93,67.65
2026-01-15 19:00:00+00:00,22:00,3400.0,78.93,67.65
2026-01-15 20:00:00+00:00,23:00,3400.0,78.93,67.65
2026-01-15 21:00:00+00:00,00:00,3250.0,75.42,64.74
2026-01-15 22:00:00+00:00,01:00,3129.99,72.63,62.35
2026-01-15 23:00:00+00:00,02:00,2854.75,66.25,56.87
2026-01-16 00:00:00+00:00,03:00,2777.01,64.44,55.32
2026-01-16 01:00:00+00:00,04:00,2652.25,61.55,52.83
2026-01-16 02:00:00+00:00,05:00,2779.24,64.49,55.36
2026-01-16 03:00:00+00:00,06:00,3309.24,76.79,65.92
2026-01-16 04:00:00+00:00,07:00,3400.0,78.9,67.73
2026-01-16 05:00:00+00:00,08:00,3400.0,78.9,67.73
2026-01-16 06:00:00+00:00,09:00,3400.0,78.9,67.73
2026-01-16 07:00:00+00:00,10:00,3400.0,78.9,67.73
2026-01-16 08:00:00+00:00,11:00,3400.0,78.9,67.73
2026-01-16 09:00:00+00:00,12:00,3130.0,72.63,62.35
2026-01-16 10:00:00+00:00,13:00,3097.99,71.89,61.71
2026-01-16 11:00:00+00:00,14:00,3368.01,78.16,67.09
2026-01-16 12:00:00+00:00,15:00,3309.25,76.79,65.92
2026-01-16 13:00:00+00:00,16:00,3400.0,78.9,67.73
2026-01-16 14:00:00+00:00,17:00,3400.0,78.9,67.73
2026-01-16 15:00:00+00:00,18:00,3400.0,78.9,67.73
2026-01-16 16:00:00+00:00,19:00,3400.0,78.9,67.73
2026-01-16 17:00:00+00:00,20:00,3299.99,76.58,65.74
2026-01-16 18:00:00+00:00,21:00,3150.01,73.1,62.75
2026-01-16 19:00:00+00:00,22:00,2599.99,60.34,51.79
2026-01-16 20:00:00+00:00,23:00,2615.46,60.69,52.1
2026-01-16 21:00:00+00:00,00:00,3400.0,78.86,67.79
2026-01-16 22:00:00+00:00,01:00,3388.89,78.6,67.57
2026-01-16 23:00:00+00:00,02:00,2789.69,64.7,55.62
2026-01-17 00:00:00+00:00,03:00,2639.24,61.21,52.62
2026-01-17 01:00:00+00:00,04:00,2200.0,51.03,43.86
2026-01-17 02:00:00+00:00,05:00,1799.98,41.75,35.89
2026-01-17 03:00:00+00:00,06:00,2275.01,52.77,45.36
2026-01-17 04:00:00+00:00,07:00,1642.7,38.1,32.75
2026-01-17 05:00:00+00:00,08:00,3400.0,78.86,67.79
2026-01-17 06:00:00+00:00,09:00,3400.0,78.86,67.79
2026-01-17 07:00:00+00:00,10:00,3400.0,78.86,67.79
2026-01-17 08:00:00+00:00,11:00,3400.0,78.86,67.79
2026-01-17 09:00:00+00:00,12:00,3037.18,70.44,60.56
2026-01-17 10:00:00+00:00,13:00,2979.27,69.1,59.4
2026-01-17 11:00:00+00:00,14:00,2763.25,64.09,55.09
2026-01-17 12:00:00+00:00,15:00,2384.0,55.29,47.53
2026-01-17 13:00:00+00:00,16:00,2780.0,64.48,55.43
2026-01-17 14:00:00+00:00,17:00,3400.0,78.86,67.79
2026-01-17 15:00:00+00:00,18:00,3400.0,78.86,67.79
2026-01-17 16:00:00+00:00,19:00,3388.01,78.58,67.55
2026-01-17 17:00:00+00:00,20:00,2880.01,66.8,57.42
2026-01-17 18:00:00+00:00,21:00,3369.56,78.15,67.18
2026-01-17 19:00:00+00:00,22:00,2919.99,67.73,58.22
2026-01-17 20:00:00+00:00,23:00,2510.11,58.22,50.05
2026-01-17 21:00:00+00:00,00:00,3079.67,71.47,61.55
2026-01-17 22:00:00+00:00,01:00,3089.29,71.7,61.74
